ExonID	GeneID	geneSymbol	chr	strand	X1stExonStart_0base	X1stExonEnd	X2ndExonStart_0base	X2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	IncFormLen	SkipFormLen	AStype	TargetExon
SE_85247	ENSG00000158201	ABHD3	chr18	-	19263880	19263926	NA	NA	19243638	19244191	19282276	19282459	IncFormLen	SkipFormLen	SE	-chr18:19263880-19263926
SE_85298	ENSG00000235750	KIAA0040	chr1	-	175146746	175146820	NA	NA	175135697	175135873	175161775	175161852	IncFormLen	SkipFormLen	SE	-chr1:175146746-175146820
SE_85302	ENSG00000235750	KIAA0040	chr1	-	175161775	175161852	NA	NA	175146746	175146820	175161995	175162135	IncFormLen	SkipFormLen	SE	-chr1:175161775-175161852
SE_85311	ENSG00000172785	CBWD1	chr9	-	146101	146158	NA	NA	134978	135030	152033	152078	IncFormLen	SkipFormLen	SE	-chr9:146101-146158
SE_85356	ENSG00000172785	CBWD1	chr9	-	177722	177820	NA	NA	175697	175784	178815	179018	IncFormLen	SkipFormLen	SE	-chr9:177722-177820
SE_85528	ENSG00000109762	SNX25	chr4	+	186272598	186272763	NA	NA	186267690	186267804	186274638	186274756	IncFormLen	SkipFormLen	SE	+chr4:186272598-186272763
SE_85569	ENSG00000117151	CTBS	chr1	-	85035613	85035822	NA	NA	85031523	85031695	85036264	85036403	IncFormLen	SkipFormLen	SE	-chr1:85035613-85035822
SE_85611	ENSG00000271853	RP1-178F15.5	chr1	-	153599958	153600074	NA	NA	153598807	153599009	153603486	153603554	IncFormLen	SkipFormLen	SE	-chr1:153599958-153600074
SE_85657	ENSG00000139631	CSAD	chr12	-	53554910	53554975	NA	NA	53554546	53554628	53555056	53555173	IncFormLen	SkipFormLen	SE	-chr12:53554910-53554975
SE_85775	ENSG00000114544	SLC41A3	chr3	-	125769740	125769893	NA	NA	125752449	125752521	125786789	125787089	IncFormLen	SkipFormLen	SE	-chr3:125769740-125769893
SE_85781	ENSG00000114544	SLC41A3	chr3	-	125769785	125769893	NA	NA	125752446	125752521	125786789	125787023	IncFormLen	SkipFormLen	SE	-chr3:125769785-125769893
SE_85799	ENSG00000135870	RC3H1	chr1	-	173912579	173912726	NA	NA	173910402	173910518	173915613	173915746	IncFormLen	SkipFormLen	SE	-chr1:173912579-173912726
SE_85800	ENSG00000135870	RC3H1	chr1	-	173912579	173912753	NA	NA	173910402	173910518	173915613	173915746	IncFormLen	SkipFormLen	SE	-chr1:173912579-173912753
SE_85849	ENSG00000068903	SIRT2	chr19	-	39389018	39389065	NA	NA	39384458	39384507	39390145	39390351	IncFormLen	SkipFormLen	SE	-chr19:39389018-39389065
SE_85948	ENSG00000126254	RBM42	chr19	+	36123837	36123903	NA	NA	36122232	36122307	36123999	36124154	IncFormLen	SkipFormLen	SE	+chr19:36123837-36123903
SE_86007	ENSG00000124356	STAMBP	chr2	+	74056531	74056637	NA	NA	74056093	74056123	74057971	74058186	IncFormLen	SkipFormLen	SE	+chr2:74056531-74056637
SE_86009	ENSG00000124356	STAMBP	chr2	+	74056531	74056637	NA	NA	74056113	74056197	74057971	74058186	IncFormLen	SkipFormLen	SE	+chr2:74056531-74056637
SE_86045	ENSG00000204444	APOM	chr6	+	31624248	31624403	NA	NA	31620192	31620328	31625001	31625075	IncFormLen	SkipFormLen	SE	+chr6:31624248-31624403
SE_86098	ENSG00000114857	NKTR	chr3	+	42668691	42668719	NA	NA	42662496	42663008	42672037	42672067	IncFormLen	SkipFormLen	SE	+chr3:42668691-42668719
SE_86171	ENSG00000114650	SCAP	chr3	-	47465422	47465535	NA	NA	47463931	47464026	47476497	47476627	IncFormLen	SkipFormLen	SE	-chr3:47465422-47465535
SE_86223	ENSG00000116350	SRSF4	chr1	-	29492401	29492576	NA	NA	29486886	29487029	29495014	29495150	IncFormLen	SkipFormLen	SE	-chr1:29492401-29492576
SE_86251	ENSG00000169919	GUSB	chr7	-	65435268	65435353	NA	NA	65432717	65432894	65439281	65439388	IncFormLen	SkipFormLen	SE	-chr7:65435268-65435353
SE_86264	ENSG00000169919	GUSB	chr7	-	65439905	65440058	NA	NA	65439512	65439691	65441001	65441189	IncFormLen	SkipFormLen	SE	-chr7:65439905-65440058
SE_86304	ENSG00000169919	GUSB	chr7	-	65444820	65444898	NA	NA	65444385	65444528	65445210	65445396	IncFormLen	SkipFormLen	SE	-chr7:65444820-65444898
SE_86408	ENSG00000158796	DEDD	chr1	-	161100604	161100633	NA	NA	161093927	161094316	161102340	161102457	IncFormLen	SkipFormLen	SE	-chr1:161100604-161100633
SE_86413	ENSG00000158796	DEDD	chr1	-	161100604	161100637	NA	NA	161093927	161094316	161102340	161102362	IncFormLen	SkipFormLen	SE	-chr1:161100604-161100637
SE_86623	ENSG00000186501	TMEM222	chr1	+	27657475	27657628	NA	NA	27657210	27657295	27658560	27658592	IncFormLen	SkipFormLen	SE	+chr1:27657475-27657628
SE_86689	ENSG00000136925	TSTD2	chr9	-	100380038	100380159	NA	NA	100373855	100373981	100387962	100388057	IncFormLen	SkipFormLen	SE	-chr9:100380038-100380159
SE_86743	ENSG00000184867	ARMCX2	chrX	-	100914393	100914487	NA	NA	100914061	100914134	100914742	100914820	IncFormLen	SkipFormLen	SE	-chrX:100914393-100914487
SE_86746	ENSG00000184867	ARMCX2	chrX	-	100914404	100914487	NA	NA	100914061	100914134	100914742	100914781	IncFormLen	SkipFormLen	SE	-chrX:100914404-100914487
SE_86757	ENSG00000163870	TPRA1	chr3	-	127294591	127294652	NA	NA	127294245	127294348	127294782	127294893	IncFormLen	SkipFormLen	SE	-chr3:127294591-127294652
SE_86822	ENSG00000182903	ZNF721	chr4	-	438131	438221	NA	NA	431234	431300	466363	466490	IncFormLen	SkipFormLen	SE	-chr4:438131-438221
SE_86852	ENSG00000115419	GLS	chr2	+	191777918	191778090	NA	NA	191774988	191775047	191784940	191784974	IncFormLen	SkipFormLen	SE	+chr2:191777918-191778090
SE_86927	ENSG00000102309	PIN4	chrX	+	71406083	71406384	NA	NA	71401202	71401678	71416634	71416951	IncFormLen	SkipFormLen	SE	+chrX:71406083-71406384
SE_86929	ENSG00000102309	PIN4	chrX	+	71406310	71406384	NA	NA	71401525	71401678	71416634	71416754	IncFormLen	SkipFormLen	SE	+chrX:71406310-71406384
SE_86948	ENSG00000215883	CYB5RL	chr1	-	54656420	54656569	NA	NA	54653324	54653412	54661091	54661289	IncFormLen	SkipFormLen	SE	-chr1:54656420-54656569
SE_86981	ENSG00000131374	TBC1D5	chr3	-	17275176	17275242	NA	NA	17255698	17255862	17279654	17279911	IncFormLen	SkipFormLen	SE	-chr3:17275176-17275242
SE_87010	ENSG00000131374	TBC1D5	chr3	-	17469941	17470011	NA	NA	17447909	17448018	17549965	17550097	IncFormLen	SkipFormLen	SE	-chr3:17469941-17470011
SE_87030	ENSG00000131374	TBC1D5	chr3	-	17560393	17560487	NA	NA	17549965	17550097	17665340	17665405	IncFormLen	SkipFormLen	SE	-chr3:17560393-17560487
SE_87064	ENSG00000131374	TBC1D5	chr3	-	17603510	17603634	NA	NA	17549965	17550097	17627844	17628049	IncFormLen	SkipFormLen	SE	-chr3:17603510-17603634
SE_87066	ENSG00000131374	TBC1D5	chr3	-	17603510	17603634	NA	NA	17549965	17550097	17665340	17665405	IncFormLen	SkipFormLen	SE	-chr3:17603510-17603634
SE_87071	ENSG00000131374	TBC1D5	chr3	-	17603510	17603634	NA	NA	17549965	17550097	17783972	17783990	IncFormLen	SkipFormLen	SE	-chr3:17603510-17603634
SE_87117	ENSG00000131374	TBC1D5	chr3	-	17627844	17628049	NA	NA	17550040	17550097	17665340	17665405	IncFormLen	SkipFormLen	SE	-chr3:17627844-17628049
SE_87150	ENSG00000131374	TBC1D5	chr3	-	17664139	17664257	NA	NA	17549965	17550097	17665340	17665405	IncFormLen	SkipFormLen	SE	-chr3:17664139-17664257
SE_87169	ENSG00000131374	TBC1D5	chr3	-	17665340	17665405	NA	NA	17549965	17550097	17783972	17784056	IncFormLen	SkipFormLen	SE	-chr3:17665340-17665405
SE_87178	ENSG00000131374	TBC1D5	chr3	-	17665340	17665405	NA	NA	17603510	17603634	17783972	17784056	IncFormLen	SkipFormLen	SE	-chr3:17665340-17665405
SE_87257	ENSG00000143164	DCAF6	chr1	+	167985018	167985189	NA	NA	167973770	167974031	167992225	167992285	IncFormLen	SkipFormLen	SE	+chr1:167985018-167985189
SE_87259	ENSG00000143164	DCAF6	chr1	+	167988782	167988905	NA	NA	167973770	167974031	167992225	167993288	IncFormLen	SkipFormLen	SE	+chr1:167988782-167988905
SE_87262	ENSG00000143164	DCAF6	chr1	+	167992225	167992285	NA	NA	167973770	167974031	168007608	168007726	IncFormLen	SkipFormLen	SE	+chr1:167992225-167992285
SE_87263	ENSG00000143164	DCAF6	chr1	+	167992225	167992285	NA	NA	167973770	167974031	168012262	168012378	IncFormLen	SkipFormLen	SE	+chr1:167992225-167992285
SE_87290	ENSG00000176623	RMDN1	chr8	-	87487048	87487143	NA	NA	87484581	87484708	87491151	87491239	IncFormLen	SkipFormLen	SE	-chr8:87487048-87487143
SE_87296	ENSG00000176623	RMDN1	chr8	-	87487048	87487182	NA	NA	87484577	87484708	87491151	87491239	IncFormLen	SkipFormLen	SE	-chr8:87487048-87487182
SE_87313	ENSG00000176623	RMDN1	chr8	-	87497100	87497190	NA	NA	87492505	87492561	87498712	87498744	IncFormLen	SkipFormLen	SE	-chr8:87497100-87497190
SE_87344	ENSG00000197323	TRIM33	chr1	-	114940561	114940612	NA	NA	114935398	114940482	114942078	114942231	IncFormLen	SkipFormLen	SE	-chr1:114940561-114940612
SE_87354	ENSG00000197323	TRIM33	chr1	-	114963001	114963073	NA	NA	114952805	114952938	114964057	114964258	IncFormLen	SkipFormLen	SE	-chr1:114963001-114963073
SE_87445	ENSG00000113761	ZNF346	chr5	+	176450160	176450235	NA	NA	176449725	176449914	176468126	176468230	IncFormLen	SkipFormLen	SE	+chr5:176450160-176450235
SE_87490	ENSG00000113761	ZNF346	chr5	+	176471389	176471534	NA	NA	176468778	176468871	176489058	176489152	IncFormLen	SkipFormLen	SE	+chr5:176471389-176471534
SE_87504	ENSG00000113761	ZNF346	chr5	+	176477703	176477937	NA	NA	176468778	176468871	176489058	176489152	IncFormLen	SkipFormLen	SE	+chr5:176477703-176477937
SE_87506	ENSG00000113761	ZNF346	chr5	+	176477703	176477937	NA	NA	176471389	176471534	176489058	176489152	IncFormLen	SkipFormLen	SE	+chr5:176477703-176477937
SE_87516	ENSG00000113761	ZNF346	chr5	+	176477751	176477937	NA	NA	176468778	176468871	176489058	176489152	IncFormLen	SkipFormLen	SE	+chr5:176477751-176477937
SE_87519	ENSG00000113761	ZNF346	chr5	+	176477751	176477937	NA	NA	176471389	176471534	176489058	176489152	IncFormLen	SkipFormLen	SE	+chr5:176477751-176477937
SE_87539	ENSG00000118855	MFSD1	chr3	+	158523129	158523263	NA	NA	158522107	158522160	158524828	158524871	IncFormLen	SkipFormLen	SE	+chr3:158523129-158523263
SE_87540	ENSG00000118855	MFSD1	chr3	+	158523150	158523263	NA	NA	158522019	158522160	158524828	158524871	IncFormLen	SkipFormLen	SE	+chr3:158523150-158523263
SE_87620	ENSG00000213390	ARHGAP19	chr10	-	99016074	99016161	NA	NA	99006028	99006094	99019158	99019385	IncFormLen	SkipFormLen	SE	-chr10:99016074-99016161
SE_87654	ENSG00000145103	ILDR1	chr3	-	121713028	121713160	NA	NA	121711996	121712817	121720154	121720301	IncFormLen	SkipFormLen	SE	-chr3:121713028-121713160
SE_87672	ENSG00000104691	UBXN8	chr8	+	30612181	30612266	NA	NA	30610551	30610622	30614281	30614404	IncFormLen	SkipFormLen	SE	+chr8:30612181-30612266
SE_87704	ENSG00000134291	TMEM106C	chr12	+	48359064	48359128	NA	NA	48357991	48358206	48361915	48361994	IncFormLen	SkipFormLen	SE	+chr12:48359064-48359128
SE_87708	ENSG00000134291	TMEM106C	chr12	+	48359064	48360012	NA	NA	48357991	48358206	48361915	48361954	IncFormLen	SkipFormLen	SE	+chr12:48359064-48360012
SE_87723	ENSG00000134291	TMEM106C	chr12	+	48359871	48359955	NA	NA	48359064	48359128	48360465	48360515	IncFormLen	SkipFormLen	SE	+chr12:48359871-48359955
SE_87806	ENSG00000247240	UBL7-AS1	chr15	+	74758376	74758471	NA	NA	74753676	74754439	74771400	74771563	IncFormLen	SkipFormLen	SE	+chr15:74758376-74758471
SE_87807	ENSG00000247240	UBL7-AS1	chr15	+	74758376	74758471	NA	NA	74754223	74754368	74771400	74771563	IncFormLen	SkipFormLen	SE	+chr15:74758376-74758471
SE_87838	ENSG00000226752	PSMD5-AS1	chr9	+	123607270	123607474	NA	NA	123606990	123607177	123609571	123609631	IncFormLen	SkipFormLen	SE	+chr9:123607270-123607474
SE_88015	ENSG00000188641	DPYD	chr1	-	98186380	98186482	NA	NA	98164906	98165103	98187065	98187210	IncFormLen	SkipFormLen	SE	-chr1:98186380-98186482
SE_88055	ENSG00000196998	WDR45	chrX	-	48935301	48935405	NA	NA	48934303	48934409	48935495	48935570	IncFormLen	SkipFormLen	SE	-chrX:48935301-48935405
SE_88058	ENSG00000196998	WDR45	chrX	-	48935301	48935406	NA	NA	48934303	48934409	48935495	48935570	IncFormLen	SkipFormLen	SE	-chrX:48935301-48935406
SE_88375	ENSG00000115970	THADA	chr2	-	43655238	43655370	NA	NA	43625109	43625278	43712372	43712464	IncFormLen	SkipFormLen	SE	-chr2:43655238-43655370
SE_88377	ENSG00000115970	THADA	chr2	-	43657351	43657441	NA	NA	43625109	43625278	43712372	43712464	IncFormLen	SkipFormLen	SE	-chr2:43657351-43657441
SE_88400	ENSG00000115970	THADA	chr2	-	43783483	43783694	NA	NA	43779206	43779478	43793836	43793960	IncFormLen	SkipFormLen	SE	-chr2:43783483-43783694
SE_88402	ENSG00000115970	THADA	chr2	-	43787372	43787524	NA	NA	43779342	43779478	43793836	43793960	IncFormLen	SkipFormLen	SE	-chr2:43787372-43787524
SE_88496	ENSG00000106682	EIF4H	chr7	+	73604576	73604636	NA	NA	73604151	73604248	73609070	73609135	IncFormLen	SkipFormLen	SE	+chr7:73604576-73604636
SE_88544	ENSG00000051341	POLQ	chr3	-	121178896	121179081	NA	NA	121168161	121168273	121186365	121186487	IncFormLen	SkipFormLen	SE	-chr3:121178896-121179081
SE_88582	ENSG00000051341	POLQ	chr3	-	121248491	121248639	NA	NA	121240849	121240996	121251836	121252056	IncFormLen	SkipFormLen	SE	-chr3:121248491-121248639
SE_88587	ENSG00000051341	POLQ	chr3	-	121260195	121260326	NA	NA	121258279	121258436	121263573	121263753	IncFormLen	SkipFormLen	SE	-chr3:121260195-121260326
SE_88651	ENSG00000144554	FANCD2	chr3	+	10106039	10106113	NA	NA	10105475	10105595	10106412	10106559	IncFormLen	SkipFormLen	SE	+chr3:10106039-10106113
SE_88743	ENSG00000145332	KLHL8	chr4	-	88106402	88106951	NA	NA	88104354	88104541	88116475	88116842	IncFormLen	SkipFormLen	SE	-chr4:88106402-88106951
SE_88753	ENSG00000166716	ZNF592	chr15	+	85321413	85321543	NA	NA	85307937	85308046	85325887	85328126	IncFormLen	SkipFormLen	SE	+chr15:85321413-85321543
SE_88783	ENSG00000131504	DIAPH1	chr5	-	140967790	140967817	NA	NA	140966608	140966764	140998364	140998566	IncFormLen	SkipFormLen	SE	-chr5:140967790-140967817
SE_88798	ENSG00000247796	CTD-2366F13.1	chr5	+	52408069	52408864	NA	NA	52405671	52405978	52409688	52410953	IncFormLen	SkipFormLen	SE	+chr5:52408069-52408864
SE_88805	ENSG00000145293	ENOPH1	chr4	+	83372195	83372398	NA	NA	83369072	83369174	83375874	83376007	IncFormLen	SkipFormLen	SE	+chr4:83372195-83372398
SE_88912	ENSG00000170473	WIBG	chr12	-	56308059	56308150	NA	NA	56297170	56297264	56320859	56320895	IncFormLen	SkipFormLen	SE	-chr12:56308059-56308150
SE_89011	ENSG00000196476	C20orf96	chr20	-	270199	270317	NA	NA	264603	264722	270899	270948	IncFormLen	SkipFormLen	SE	-chr20:270199-270317
SE_89029	ENSG00000126773	PCNXL4	chr14	+	60574303	60575045	NA	NA	60558636	60559137	60581417	60581597	IncFormLen	SkipFormLen	SE	+chr14:60574303-60575045
SE_89031	ENSG00000126773	PCNXL4	chr14	+	60574303	60575045	NA	NA	60558636	60559137	60582436	60582537	IncFormLen	SkipFormLen	SE	+chr14:60574303-60575045
SE_89078	ENSG00000124508	BTN2A2	chr6	+	26384019	26384143	NA	NA	26383328	26383409	26388240	26388477	IncFormLen	SkipFormLen	SE	+chr6:26384019-26384143
SE_89092	ENSG00000124508	BTN2A2	chr6	+	26385242	26385590	NA	NA	26384019	26384143	26388240	26388517	IncFormLen	SkipFormLen	SE	+chr6:26385242-26385590
SE_89094	ENSG00000124508	BTN2A2	chr6	+	26385370	26385590	NA	NA	26384019	26384143	26388240	26388387	IncFormLen	SkipFormLen	SE	+chr6:26385370-26385590
SE_89129	ENSG00000093167	LRRFIP2	chr3	-	37114280	37114373	NA	NA	37107300	37107433	37116514	37116607	IncFormLen	SkipFormLen	SE	-chr3:37114280-37114373
SE_89140	ENSG00000093167	LRRFIP2	chr3	-	37132957	37133029	NA	NA	37125126	37125297	37136282	37136399	IncFormLen	SkipFormLen	SE	-chr3:37132957-37133029
SE_89205	ENSG00000093167	LRRFIP2	chr3	-	37196104	37196147	NA	NA	37190384	37190529	37216029	37216096	IncFormLen	SkipFormLen	SE	-chr3:37196104-37196147
SE_89305	ENSG00000162496	DHRS3	chr1	-	12638745	12638984	NA	NA	12632755	12632881	12640550	12640694	IncFormLen	SkipFormLen	SE	-chr1:12638745-12638984
SE_89306	ENSG00000162496	DHRS3	chr1	-	12639320	12639440	NA	NA	12632755	12632881	12640550	12640694	IncFormLen	SkipFormLen	SE	-chr1:12639320-12639440
SE_89334	ENSG00000151881	C5orf28	chr5	-	43476215	43476360	NA	NA	43453759	43454145	43483923	43483938	IncFormLen	SkipFormLen	SE	-chr5:43476215-43476360
SE_89437	ENSG00000078618	NRD1	chr1	-	52302040	52302110	NA	NA	52301802	52301884	52305897	52306126	IncFormLen	SkipFormLen	SE	-chr1:52302040-52302110
SE_89439	ENSG00000078618	NRD1	chr1	-	52303158	52303292	NA	NA	52302040	52302110	52305897	52306186	IncFormLen	SkipFormLen	SE	-chr1:52303158-52303292
SE_89462	ENSG00000147443	DOK2	chr8	-	21769411	21769499	NA	NA	21768183	21768368	21769739	21770021	IncFormLen	SkipFormLen	SE	-chr8:21769411-21769499
SE_89463	ENSG00000147443	DOK2	chr8	-	21769411	21769499	NA	NA	21768183	21768368	21771049	21771187	IncFormLen	SkipFormLen	SE	-chr8:21769411-21769499
SE_89465	ENSG00000147443	DOK2	chr8	-	21769739	21770021	NA	NA	21768183	21768368	21771049	21771187	IncFormLen	SkipFormLen	SE	-chr8:21769739-21770021
SE_89466	ENSG00000147443	DOK2	chr8	-	21769739	21770021	NA	NA	21769411	21769499	21771049	21771187	IncFormLen	SkipFormLen	SE	-chr8:21769739-21770021
SE_89492	ENSG00000122482	ZNF644	chr1	-	91403041	91403647	NA	NA	91383608	91383711	91447866	91447927	IncFormLen	SkipFormLen	SE	-chr1:91403041-91403647
SE_89493	ENSG00000122482	ZNF644	chr1	-	91403828	91406866	NA	NA	91383608	91383711	91447866	91447927	IncFormLen	SkipFormLen	SE	-chr1:91403828-91406866
SE_89707	ENSG00000219626	FAM228B	chr2	+	24384375	24384483	NA	NA	24369799	24369956	24387067	24387176	IncFormLen	SkipFormLen	SE	+chr2:24384375-24384483
SE_89741	ENSG00000163636	PSMD6	chr3	-	64008318	64008477	NA	NA	64007993	64008199	64008950	64009148	IncFormLen	SkipFormLen	SE	-chr3:64008318-64008477
SE_89742	ENSG00000163636	PSMD6	chr3	-	64008318	64008477	NA	NA	64007993	64008199	64009067	64009134	IncFormLen	SkipFormLen	SE	-chr3:64008318-64008477
SE_89841	ENSG00000186517	ARHGAP30	chr1	-	161026177	161026322	NA	NA	161024412	161024495	161039317	161039456	IncFormLen	SkipFormLen	SE	-chr1:161026177-161026322
SE_89842	ENSG00000186517	ARHGAP30	chr1	-	161029403	161029506	NA	NA	161024412	161024495	161039317	161039456	IncFormLen	SkipFormLen	SE	-chr1:161029403-161029506
SE_89947	ENSG00000145287	PLAC8	chr4	-	84028956	84029103	NA	NA	84014013	84015944	84035818	84035868	IncFormLen	SkipFormLen	SE	-chr4:84028956-84029103
SE_89951	ENSG00000145287	PLAC8	chr4	-	84028956	84029103	NA	NA	84026048	84026173	84035818	84035868	IncFormLen	SkipFormLen	SE	-chr4:84028956-84029103
SE_89996	ENSG00000155329	ZCCHC10	chr5	-	132335823	132335865	NA	NA	132332676	132334542	132342450	132342612	IncFormLen	SkipFormLen	SE	-chr5:132335823-132335865
SE_90000	ENSG00000155329	ZCCHC10	chr5	-	132335823	132335893	NA	NA	132334099	132334542	132342450	132342612	IncFormLen	SkipFormLen	SE	-chr5:132335823-132335893
SE_90020	ENSG00000155329	ZCCHC10	chr5	-	132358532	132358598	NA	NA	132342450	132342612	132362188	132362237	IncFormLen	SkipFormLen	SE	-chr5:132358532-132358598
SE_90091	ENSG00000122008	POLK	chr5	+	74886168	74886265	NA	NA	74882850	74882883	74892046	74893003	IncFormLen	SkipFormLen	SE	+chr5:74886168-74886265
SE_90095	ENSG00000122008	POLK	chr5	+	74889702	74889874	NA	NA	74882850	74882883	74892046	74893003	IncFormLen	SkipFormLen	SE	+chr5:74889702-74889874
SE_90097	ENSG00000122008	POLK	chr5	+	74889702	74889874	NA	NA	74886168	74886265	74892046	74893003	IncFormLen	SkipFormLen	SE	+chr5:74889702-74889874
SE_90101	ENSG00000122008	POLK	chr5	+	74889790	74889874	NA	NA	74882850	74882883	74892046	74893003	IncFormLen	SkipFormLen	SE	+chr5:74889790-74889874
SE_90103	ENSG00000122008	POLK	chr5	+	74889790	74889874	NA	NA	74886168	74886265	74892046	74893003	IncFormLen	SkipFormLen	SE	+chr5:74889790-74889874
SE_90124	ENSG00000136144	RCBTB1	chr13	-	50154640	50154720	NA	NA	50141289	50141456	50159579	50159714	IncFormLen	SkipFormLen	SE	-chr13:50154640-50154720
SE_90127	ENSG00000126249	PDCD2L	chr19	+	34895553	34895720	NA	NA	34895288	34895443	34900065	34900415	IncFormLen	SkipFormLen	SE	+chr19:34895553-34895720
SE_90177	ENSG00000078674	PCM1	chr8	+	17782221	17782289	NA	NA	17780348	17780697	17793097	17793215	IncFormLen	SkipFormLen	SE	+chr8:17782221-17782289
SE_90182	ENSG00000078674	PCM1	chr8	+	17792214	17792367	NA	NA	17782221	17782289	17793097	17793215	IncFormLen	SkipFormLen	SE	+chr8:17792214-17792367
SE_90193	ENSG00000078674	PCM1	chr8	+	17797550	17797667	NA	NA	17797199	17797370	17804694	17804872	IncFormLen	SkipFormLen	SE	+chr8:17797550-17797667
SE_90230	ENSG00000078674	PCM1	chr8	+	17838099	17838264	NA	NA	17829837	17830196	17840741	17840798	IncFormLen	SkipFormLen	SE	+chr8:17838099-17838264
SE_90231	ENSG00000078674	PCM1	chr8	+	17838099	17838264	NA	NA	17829837	17830196	17842955	17843128	IncFormLen	SkipFormLen	SE	+chr8:17838099-17838264
SE_90233	ENSG00000078674	PCM1	chr8	+	17840741	17840798	NA	NA	17830091	17830196	17842955	17843128	IncFormLen	SkipFormLen	SE	+chr8:17840741-17840798
SE_90234	ENSG00000078674	PCM1	chr8	+	17840741	17840798	NA	NA	17838099	17838264	17842955	17843128	IncFormLen	SkipFormLen	SE	+chr8:17840741-17840798
SE_90329	ENSG00000269609	RP11-18I14.10	chr10	+	104211846	104211944	NA	NA	104209949	104210087	104215093	104216050	IncFormLen	SkipFormLen	SE	+chr10:104211846-104211944
SE_90363	ENSG00000165322	ARHGAP12	chr10	-	32128232	32128247	NA	NA	32120666	32120728	32128564	32128639	IncFormLen	SkipFormLen	SE	-chr10:32128232-32128247
SE_90364	ENSG00000165322	ARHGAP12	chr10	-	32128564	32128639	NA	NA	32120666	32120728	32132388	32132514	IncFormLen	SkipFormLen	SE	-chr10:32128564-32128639
SE_90370	ENSG00000165322	ARHGAP12	chr10	-	32142993	32143134	NA	NA	32141444	32141525	32150322	32150586	IncFormLen	SkipFormLen	SE	-chr10:32142993-32143134
SE_90409	ENSG00000162882	HAAO	chr2	-	42996852	42996998	NA	NA	42994999	42995068	42997282	42997326	IncFormLen	SkipFormLen	SE	-chr2:42996852-42996998
SE_90422	ENSG00000162882	HAAO	chr2	-	42997632	42997722	NA	NA	42997282	42997326	43010453	43010560	IncFormLen	SkipFormLen	SE	-chr2:42997632-42997722
SE_90516	ENSG00000066322	ELOVL1	chr1	-	43831938	43832082	NA	NA	43831234	43831294	43833156	43833409	IncFormLen	SkipFormLen	SE	-chr1:43831938-43832082
SE_90519	ENSG00000066322	ELOVL1	chr1	-	43831938	43832087	NA	NA	43831234	43831294	43833156	43833409	IncFormLen	SkipFormLen	SE	-chr1:43831938-43832087
SE_90623	ENSG00000142046	TMEM91	chr19	+	41889465	41889537	NA	NA	41888676	41888826	41889767	41889982	IncFormLen	SkipFormLen	SE	+chr19:41889465-41889537
SE_90647	ENSG00000196459	TRAPPC2	chrX	-	13738546	13738616	NA	NA	13737989	13738101	13752162	13752304	IncFormLen	SkipFormLen	SE	-chrX:13738546-13738616
SE_90649	ENSG00000196459	TRAPPC2	chrX	-	13738546	13738616	NA	NA	13737989	13738101	13752643	13752752	IncFormLen	SkipFormLen	SE	-chrX:13738546-13738616
SE_90651	ENSG00000196459	TRAPPC2	chrX	-	13752162	13752304	NA	NA	13737989	13738101	13752643	13752675	IncFormLen	SkipFormLen	SE	-chrX:13752162-13752304
SE_90652	ENSG00000196459	TRAPPC2	chrX	-	13752162	13752304	NA	NA	13738546	13738616	13752643	13752675	IncFormLen	SkipFormLen	SE	-chrX:13752162-13752304
SE_90653	ENSG00000196459	TRAPPC2	chrX	-	13752168	13752304	NA	NA	13737989	13738101	13752643	13752664	IncFormLen	SkipFormLen	SE	-chrX:13752168-13752304
SE_90673	ENSG00000106591	MRPL32	chr7	+	42976762	42976840	NA	NA	42974619	42974735	42976920	42977456	IncFormLen	SkipFormLen	SE	+chr7:42976762-42976840
SE_90763	ENSG00000160404	TOR2A	chr9	-	130494842	130494970	NA	NA	130493802	130494557	130495663	130495839	IncFormLen	SkipFormLen	SE	-chr9:130494842-130494970
SE_90765	ENSG00000160404	TOR2A	chr9	-	130494842	130495153	NA	NA	130494190	130494557	130495663	130495839	IncFormLen	SkipFormLen	SE	-chr9:130494842-130495153
SE_90769	ENSG00000160404	TOR2A	chr9	-	130496577	130496843	NA	NA	130493803	130495839	130497398	130497571	IncFormLen	SkipFormLen	SE	-chr9:130496577-130496843
SE_90779	ENSG00000197548	ATG7	chr3	+	11322679	11322788	NA	NA	11314033	11314116	11340159	11340329	IncFormLen	SkipFormLen	SE	+chr3:11322679-11322788
SE_90787	ENSG00000197548	ATG7	chr3	+	11323878	11324124	NA	NA	11314088	11314116	11340159	11340329	IncFormLen	SkipFormLen	SE	+chr3:11323878-11324124
SE_90867	ENSG00000182087	TMEM259	chr19	-	1010989	1011094	NA	NA	1010728	1010894	1011365	1011498	IncFormLen	SkipFormLen	SE	-chr19:1010989-1011094
SE_90913	ENSG00000085999	RAD54L	chr1	+	46714015	46714080	NA	NA	46713366	46713418	46714183	46714270	IncFormLen	SkipFormLen	SE	+chr1:46714015-46714080
SE_91148	ENSG00000159592	GPBP1L1	chr1	-	46151247	46151292	NA	NA	46125855	46126897	46152083	46152302	IncFormLen	SkipFormLen	SE	-chr1:46151247-46151292
